rank,word,text,year,preset
93,vulnerable,"These changes affect people everywhere, but disproportionately harm the poorest and the most vulnerable.",2017,
93,reported,"In 2017, 157 countries reported average IWRM implementation of 48 per cent, with scores ranging from 10 per cent to 100 per cent.",2018,
93,international,"Unless Member States live up to their international obligation to protect those who stand up for the fundamental rights and freedoms of others, human rights defenders, journalists and trade unionists will continue to be targets of assassination in countries around the world.",2019,
93,period,Urgent actions are needed to advocate for and invest in effective child protection solutions.Access to justice for all should ensure a fair trial within a reasonably short period of time.,2020,
93,school,The risk to children is increasing due to the combined effects of pandemic-related school closures and economic distress.,2021,
93,disruptions,"The global annual mean temperature is projected to rise beyond 1.5 °C above pre-industrial levels in at least one of the next five years, edging precipitously closer to the lower target of the Paris Agreement.In 2020, social and economic disruptions caused by COVID-19 lowered energy demand around the world.",2022,
94,human,"Central to the 2030 Agenda for Sustainable Development is the need to promote peaceful and inclusive societies based on respect for human rights, the rule of law and transparent, effective and accountable institutions.",2016,yes
94,needed,Concerted action is urgently needed to stem climate change and strengthen resilience to pervasive and ever-increasing climate-related hazards.,2017,
94,new,"In 22 countries (mostly in Northern Africa and Western Asia and in Central and Southern Asia), water stress—defined as the ratio of freshwater withdrawn to total renewable freshwater resources—is above 70 per cent.",2018,
94,available,"Among the 123 countries for which data on legal frameworks are available, 40 countries do not have adequate provisions on the right to appeal to an independent administrative body, which is considered key for the proper implementation of this right.",2019,
94,sector,"However, investments in climate activities across sectors continued to be surpassed by those related to fossil fuels in the energy sector, which totalled $781 billion in 2016.",2020,
94,coverage,Urgently expanding income support and social protection coverage could help offset this rise.,2021,
94,systems,"Increased heatwaves, droughts and floods caused by climate change are already affecting billions of people around the world and causing potentially irreversible changes in global ecosystems.",2022,
95,services,Registering children at birth is the first step in securing recognition before the law and safeguarding individual rights and access to justice and social services.,2016,
95,2017,"As of 7 June 2017, 148 parties had ratified the Paris Agreement.",2017,
95,higher,"Although landlocked developing countries have a higher proportion of water bodies, this share has declined over the last decade.",2018,
95,urban,"That will require rapid and far-reaching transitions in energy, land and urban infrastructure and industrial systems.",2019,
95,biodiversity,"They safeguard vulnerable species and ecosystems, conserve biodiversity, and avert potential conflicts among users by delineating specific allowed activities.",2020,
95,care,"Yet it is commonplace in many countries to be asked to pay bribes to access essential public services related to health care, education, water, electricity and the justice system.",2021,
95,increasing,"Ocean warming will also continue with increasingly intense and frequent marine heatwaves, ocean acidification and reduced oxygen.",2022,
96,level,A number of regions have enjoyed increased and sustained levels of peace and security in recent decades.,2016,
96,management,"Disaster mortality reflects not only exposure to hazards, but also a confluence of other vulnerability factors, such as poor urban management, environmental degradation, lack of disaster preparedness, and poverty and inequality.",2017,
96,number,"Among the 84 countries participating in the 2017 survey, the number of countries that had policies specifically mentioning women’s participation is higher for rural communities than for urban areas.",2018,
96,extreme,"The resulting adverse effects of ocean acidification, climate change (including sea-level rise), extreme weather events and coastal erosion exacerbate ongoing threats to marine and coastal resources from overfishing, pollution and habitat degradation.",2019,
96,proportion,The proportion of fish stocks within biologically sustainable levels decreased from 90.0 per cent in 1974 to 66.7 per cent in 2015 and 65.8 per cent in 2017.,2020,
96,third,"Throughout 2020, the United Nations has consistently called for a global ceasefire to protect civilians from the deadly combination of armed conflict and COVID-19.Since 2015, the killings of human rights defenders, journalists and trade unionists have been reported in over one third of Member States.",2021,
96,first,"The coronavirus disease 2019 (COVID-19) pandemic has put steady progress in poverty reduction over the past 25 years into reverse, with the number of people in extreme poverty increasing for the first time in a generation.",2022,
97,2016,"The landmark Paris Agreement, signed in April 2016 by 175 Member States, attempts to mitigate climate change and accelerate and intensify actions and investments needed for a sustainable, low-carbon future.",2016,
97,biodiversity,"To achieve the desired long-term benefits of protecting nature, these protected areas must safeguard important sites for biodiversity.",2017,
97,continues,"In addition, energy efficiency continues to improve, which is offsetting carbon dioxide emissions, reducing energy demand and making energy more affordable.",2018,
97,pollution,"The resulting adverse effects of ocean acidification, climate change (including sea-level rise), extreme weather events and coastal erosion exacerbate ongoing threats to marine and coastal resources from overfishing, pollution and habitat degradation.",2019,
97,Southern,"Southern Asia and sub-Saharan Africa are expected to see the largest increases in extreme poverty, with an additional 32 million and 26 million people, respectively, living below the international poverty line as a result of the pandemic.",2020,
97,2021,"As of May 2021, 192 Parties had submitted their first NDCs to the Framework Convention on Climate Change secretariat.",2021,
97,period,"In many locales, fishers were unable to catch, process or sell fish for long periods due to pandemic-related restrictions and collapsing markets.",2022,
98,rise,Central to the agreement is the need to strengthen the global response to keep global temperatures from rising no more than 2 degrees Celsius above pre-industrial levels and to pursue further efforts to limit the rise to 1.5 degrees Celsius.,2016,
98,through,"To tackle these risks, nutrient inputs need to be reduced through sewage treatment and initiatives addressing agricultural practices.",2017,
98,cooking,"Despite some steps forward, 41 per cent of the world’s population still lack access to clean cooking fuels and technologies.",2018,
98,them,More than one billion people have lifted themselves out of poverty over the past 25 years.,2019,
98,particularly,"This is particularly true for countries where health systems are unable to cope with the surge in demand due to the lack of health-care workers, medical equipment and supplies.Progress has been made in maternal health.",2020,
98,2000,"Between 2000 and 2020, the mean percentage of key biodiversity areas (KBAs) covered by protected areas grew from 28 per cent to 44 per cent.",2021,
98,despite,"Amid these crises, and despite movement restrictions prompted by COVID-19, forced displacement has continued and even grown.",2022,
99,them,"Among them, 83 countries had such provisions in place.",2016,
99,human,Poorer countries and regions tend to be sources of victims for human traffickers and are more prone to corruption.,2017,yes
99,continue,"That year, 2.3 billion people lacked even a basic level of service, and 892 million people continued to practise open defecation.",2018,
99,rights,"Millions of people have been deprived of their security, rights and opportunities, while attacks on human rights activists and journalists are holding back development.",2019,
99,age,"This translates to an average of 11.9 civilian deaths per 100,000 population each year; one in eight of those deaths was a woman or child.",2020,
99,use,Most civilian deaths were caused by small arms and light weapons (27 per cent) or by heavy weapons and explosive munitions (24 per cent).,2021,
99,key,"To prevent further destabilization around the globe, the Secretary-General has called for all parties to armed conflicts to find alternative solutions to fighting and embark on a path of diplomacy and peace.Tracing is key to successfully investigating and disclosing the origins of illegal firearms – a crucial step in combating illicit trade in small arms.",2022,
100,especially,"Their conservation and sustainable use are central to achieving the 2030 Agenda, especially for small island developing States.",2016,
100,Eastern,Latin American and the Caribbean had the highest rate by far�17 times that of Eastern and South-Eastern Asia and 20 times the rate in Australia and New Zealand.�,2017,
100,reduce,"To save lives, prevent and reduce losses, and strengthen the resilience of cities, it is essential to promote public and private investments that take disaster risk reduction into consideration.",2018,
100,ensure,But much more work is needed to ensure that these mechanisms are implemented properly.,2019,
100,achieve,"Governments and businesses should use the lessons learned and opportunities arising from this crisis to accelerate the transitions needed to achieve the Paris Agreement and the Sendai Framework for Disaster Risk Reduction 2015–2030, redefine our relationship with the environment, and make systemic shifts and transformational changes to become low-greenhouse-gas emission and climate-resilient economies and societies.To mitigate the threat of runaway climate change, the Paris Agreement calls for limiting global warming to 1.5°C.",2020,
100,without,"Even before COVID-19, the world was not on track to achieve the goal of ending poverty by 2030, and without immediate and significant action, it will remain beyond reach.",2021,
100,reported,"Between 2016 and 2020, an average of 28 per cent of seized weapons were reported as successfully traced, according to data from 20 countries.",2022,
